STATION_ID,STATION_NAME,DATA_BEGIN_DATE,DATA_END_DATE,LOC_BEGIN_DATE,LOC_END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
WBAN:33209,"SOUDA BAY CRETE, GR",1.13011E+11,1.10074E+12,1.13011E+11,2.53402E+14,,Greece,35.53333,24.15,146.3
WBAN:34113,"NAPLES, IT",5.31446E+11,1.7464E+12,-7.20835E+11,2.53402E+14,,Italy,40.88603,14.29078,89.6
WBAN:43321,"KISARAZU, JA",-5.50282E+11,1.74493E+12,-3.39466E+11,2.53402E+14,,Japan,35.398272,139.909936,3
WBAN:43240,"SACHON ROK K 4, KS",-4.8937E+11,1.69327E+12,31449600000,2.53402E+14,,South Korea,35.088543,128.07037,7.6
WBAN:11634,"PIARCO INTERNATIONAL AIRPORT, TD",1.10454E+12,1.74649E+12,-2678400000,2.53402E+14,,Trinidad & Tobago,10.58333,-61.35,12.2
WBAN:03028,"SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US",1.10454E+12,1.74649E+12,8.98733E+11,2.53402E+14,Colorado,United States,37.28346,-102.613784,1337
WBAN:53916,"CHILLICOTHE AGRI SCIENCE CENTER, MO US",1.10454E+12,1.74649E+12,8.95709E+11,2.53402E+14,Missouri,United States,39.819848,-93.576951,231
WBAN:94056,"FAITH MUNICIPAL AIRPORT, SD US",1.10454E+12,1.74649E+12,8.95709E+11,2.53402E+14,South Dakota,United States,45.032601,-102.01999,784
WBAN:53912,"CORSICANA CAMPBELL FIELD, TX US",1.10454E+12,1.74649E+12,1.63754E+12,2.53402E+14,Texas,United States,32.03155,-96.39936,135
WBAN:26645,"BUCKLAND AIRPORT, AK US",1.10454E+12,1.74649E+12,-5.90115E+13,2.53402E+14,Alaska,United States,65.98333,-161.13333,9.1
WBAN:63839,"CULLMAN FOLSOM FIELD AIRPORT, AL US",1.10454E+12,1.7464E+12,1.06574E+12,2.53402E+14,Alabama,United States,34.26889,-86.85833,293.5
WBAN:00179,"TODD FIELD AIRPORT, MN US",1.40676E+12,1.74649E+12,6.23203E+11,2.53402E+14,Minnesota,United States,45.9,-94.867,406.3
WBAN:00185,"SHAWANO MUNICIPAL AIRPORT, WI US",1.23345E+12,1.74649E+12,-7.83821E+11,2.53402E+14,Wisconsin,United States,44.783,-88.55,248.1
WBAN:54809,"WARSAW MUNICIPAL AIRPORT, IN US",1.10454E+12,1.74649E+12,8.12506E+11,2.53402E+14,Indiana,United States,41.27472,-85.84,259.1
WBAN:53943,"NATCHITOCHES REGIONAL AIRPORT, LA US",1.10454E+12,1.74649E+12,8.46806E+11,2.53402E+14,Louisiana,United States,31.73583,-93.09917,36.9
WBAN:04939,"MOORHEAD MUNICIPAL AIRPORT, MN US",1.10454E+12,1.74649E+12,-5.90115E+13,2.53402E+14,Minnesota,United States,46.83917,-96.66306,279.5
WBAN:04951,"MONTEVIDEO CHIPPEWA CO AIRPORT, MN US",1.10454E+12,1.74649E+12,7.02086E+11,2.53402E+14,Minnesota,United States,44.96889,-95.71,315.2
WBAN:03720,"MOORE CO AIRPORT, NC US",1.10454E+12,1.74649E+12,6.57418E+11,2.53402E+14,North Carolina,United States,35.23722,-79.39111,140.5
WBAN:63821,"WILKES CO AIRPORT, NC US",1.10454E+12,1.74649E+12,-5.90115E+13,2.53402E+14,North Carolina,United States,36.22278,-81.09833,396.2
WBAN:53951,"PAULS VALLEY MUNICIPAL AIRPORT, OK US",1.10454E+12,1.74649E+12,-5.90115E+13,2.53402E+14,Oklahoma,United States,34.71083,-97.22306,295
WBAN:64705,"BUTLER CO AIRPORT, PA US",1.10454E+12,1.74649E+12,6.75648E+11,2.53402E+14,Pennsylvania,United States,40.77694,-79.94972,380.1
WBAN:63802,"WISE LONESOME PINE AIRPORT, VA US",1.10454E+12,1.74649E+12,6.94224E+11,2.53402E+14,Virginia,United States,36.9875,-82.53,818.1
WBAN:03730,"WILLIAMSBURG JAMESTOWN AIRPORT, VA US",1.10454E+12,1.74649E+12,1.05106E+12,2.53402E+14,Virginia,United States,37.23917,-76.71611,14.9
WBAN:04865,"LAKELAND NOBLE LEE MEMORIAL FIELD AIRPORT, WI US",1.10454E+12,1.74649E+12,9.54547E+11,2.53402E+14,Wisconsin,United States,45.92778,-89.73083,496.8
WBAN:26497,"BIRCHWOOD AIRPORT, AK US",1.11594E+12,1.74649E+12,1.11577E+12,2.53402E+14,Alaska,United States,61.41639,-149.50722,29.3
WBAN:26648,"NOATAK AIRPORT, AK US",1.11853E+12,1.74649E+12,1.11698E+12,2.53402E+14,Alaska,United States,67.56611,-162.975,26.8
WBAN:53135,"LAUGHLIN BULLHEAD INTERNATIONAL AIRPORT, AZ US",1.11378E+12,1.74649E+12,1.11283E+12,2.53402E+14,Arizona,United States,35.15722,-114.55944,211.8
WBAN:54826,"SOUTH HAVEN AREA REGIONAL AIRPORT, MI US",1.1308E+12,1.74649E+12,1.1073E+12,2.53402E+14,Michigan,United States,42.35083,-86.25611,203
WBAN:63872,"EUFAULA WEEDON FIELD AIRPORT, AL US",1.15707E+12,1.74649E+12,1.63754E+12,2.53402E+14,Alabama,United States,31.95163,-85.13122,86.8
WBAN:53997,"COMANCHE CO CITY AIRPORT, TX US",1.13607E+12,1.74649E+12,-3.12682E+11,2.53402E+14,Texas,United States,31.91667,-98.60028,423.1
WBAN:94086,"PINEDALE RALPH WENZ FIELD AIRPORT, WY US",1.13607E+12,1.74649E+12,-3.12682E+11,2.53402E+14,Wyoming,United States,42.79556,-109.80694,2159.8
WBAN:94297,"COUPEVILLE NOLF, WA US",1.14316E+12,1.74649E+12,-3.12682E+11,2.53402E+14,Washington,United States,48.21667,-122.63333,60.7
WBAN:96401,"CHULITNA RIVER LODGE, AK US",1.11879E+12,1.70536E+12,7.41398E+11,2.53402E+14,Alaska,United States,62.82639,-149.90667,426.7
WBAN:03048,"SOCORRO 20 N, NM US",1.05373E+12,1.74649E+12,1.05373E+12,2.53402E+14,New Mexico,United States,34.3557,-106.8859,1477.4
WBAN:26494,"FAIRBANKS 11 NE, AK US",1.02885E+12,1.74649E+12,1.02885E+12,2.53402E+14,Alaska,United States,64.9735,-147.51,347.5
WBAN:21515,"HILO 5 S, HI US",1.12778E+12,1.74649E+12,1.12778E+12,2.53402E+14,Hawaii,United States,19.645,-155.0827,189.6
WBAN:94077,"HARRISON 20 SSE, NE US",1.06194E+12,1.74649E+12,1.06194E+12,2.53402E+14,Nebraska,United States,42.4247,-103.7363,1342.9
WBAN:54794,"DURHAM 2 N, NH US",1.00846E+12,1.74649E+12,1.00803E+12,2.53402E+14,New Hampshire,United States,43.1716,-70.9277,36.3
WBAN:03072,"BRONTE 11 NNE, TX US",1.16614E+12,1.74649E+12,1.16614E+12,2.53402E+14,Texas,United States,32.0408,-100.2495,608.7
WBAN:03079,"SAGUACHE 2 WNW, CO US",1.24528E+12,1.40158E+12,1.24528E+12,1.40158E+12,Colorado,United States,38.0989,-106.1709,2384.5
WBAN:03080,"RESERVE 1 W, NM US",1.24718E+12,1.40158E+12,1.24718E+12,1.40158E+12,New Mexico,United States,33.7149,-108.7771,1780.6
WBAN:03086,"SPRINGFIELD 6 WSW, CO US",1.27405E+12,1.40158E+12,1.27405E+12,1.40158E+12,Colorado,United States,37.3813,-102.7194,1389
WBAN:53013,"CEDAR CITY 18 SSE, UT US",1.28088E+12,1.40158E+12,1.28105E+12,1.40158E+12,Utah,United States,37.4572,-113.2248,1553.3
WBAN:53165,"DELTA 4 NE, UT US",1.28062E+12,1.40158E+12,1.28062E+12,1.40158E+12,Utah,United States,39.3872,-112.5095,1451.2
WBAN:94055,"BAKER MUNICIPAL AIRPORT, MT US",1.10454E+12,1.74649E+12,1.63754E+12,2.53402E+14,Montana,United States,46.35205,-104.26134,902.9
WBAN:00125,"WILLMAR MUNICIPAL AIRPORT JOHN L RICE FIELD, MN US",1.18524E+12,1.74649E+12,1.15707E+12,2.53402E+14,Minnesota,United States,45.117,-95.133,344.1
WBAN:00130,"PLEASANTON MUNICIPAL AIRPORT, TX US",1.17971E+12,1.74649E+12,23587200000,2.53402E+14,Texas,United States,28.95,-98.517,131.1
WBAN:14916,"GRAND FORKS INTERNATIONAL AIRPORT, ND US",-6.65366E+11,1.74649E+12,1.63754E+12,2.53402E+14,North Dakota,United States,47.94281,-97.18294,255.5
WBAN:03950,"LAWTON MUNICIPAL AIRPORT, OK US",1.10454E+12,1.74649E+12,1.63754E+12,2.53402E+14,Oklahoma,United States,34.55771,-98.4172,326
WBAN:14758,"NEW HAVEN TWEED AIRPORT, CT US",-6.9431E+11,1.74649E+12,1.0057E+12,2.53402E+14,Connecticut,United States,41.259,-72.88911,1.8
WBAN:12826,"HOMESTEAD AFB, FL US",-8.49398E+11,1.74649E+12,-4.4185E+11,2.53402E+14,Florida,United States,25.48333,-80.38333,1.5
WBAN:03855,"PENSACOLA FOREST SHERMAN NAS, FL US",-7.8624E+11,1.74649E+12,-4.63018E+11,2.53402E+14,Florida,United States,30.35,-87.31667,8.5
WBAN:94836,"GWINN K I SAWYER AFB, MI US",1.10454E+12,1.74649E+12,-4.18176E+11,2.53402E+14,Michigan,United States,46.35,-87.4,372.2
WBAN:13995,"SPRINGFIELD WEATHER SERVICE OFFICE AIRPORT, MO US",-6.9431E+11,1.74649E+12,1.63754E+12,2.53402E+14,Missouri,United States,37.23983,-93.38995,384.7
WBAN:13734,"MARTINSBURG EASTERN WEST VIRGINIA REGIONAL AIRPORT, WV US",-6.62688E+11,1.74649E+12,9.75456E+11,2.53402E+14,West Virginia,United States,39.40375,-77.97501,165
WBAN:94041,"GARRISON, ND US",1.10454E+12,1.74649E+12,8.95709E+11,2.53402E+14,North Dakota,United States,47.646142,-101.440584,582
WBAN:03196,"NOGALES INTERNATIONAL AIRPORT, AZ US",1.10454E+12,1.74649E+12,1.63754E+12,2.53402E+14,Arizona,United States,31.42076,-110.84655,1193
WBAN:03145,"YUMA MCAS, AZ US",2.23171E+11,1.74649E+12,10368000000,2.53402E+14,Arizona,United States,32.65,-114.61667,64.9
WBAN:23122,"SAN BERNARDINO INTERNATIONAL AIRPORT, CA US",-8.51645E+11,1.74649E+12,1.22792E+12,2.53402E+14,California,United States,34.09528,-117.23472,353.3
WBAN:93121,"TWENTYNINE PALMS MC, CA US",-7.7855E+11,1.74649E+12,1.63754E+12,2.53402E+14,California,United States,34.294,-116.14722,610.5
WBAN:93244,"SANTA YNEZ AIRPORT, CA US",1.12545E+12,1.74649E+12,7.02864E+11,2.53402E+14,California,United States,34.60694,-120.07556,204.5
WBAN:23206,"SACRAMENTO MATHER AFB, CA US",-8.94154E+11,1.74649E+12,-1.2623E+12,2.53402E+14,California,United States,38.56667,-121.3,30.2
WBAN:23224,"AUBURN MUNICIPAL AIRPORT, CA US",1.10454E+12,1.74649E+12,1.02972E+12,2.53402E+14,California,United States,38.95472,-121.08194,466.6
WBAN:93210,"OROVILLE MUNICIPAL AIRPORT, CA US",1.10454E+12,1.74649E+12,1.63754E+12,2.53402E+14,California,United States,39.4943,-121.62226,56.9
WBAN:12839,"MIAMI INTERNATIONAL AIRPORT, FL US",-6.9431E+11,1.74649E+12,1.63754E+12,2.53402E+14,Florida,United States,25.78805,-80.31694,1.4
WBAN:12889,"PINECASTLE NF, FL US",8.36266E+11,1.07283E+12,2.55139E+11,3.75926E+11,Florida,United States,29.14306,-81.63278,28
WBAN:03813,"MACON MIDDLE GA REGIONAL AIRPORT, GA US",-8.8992E+11,1.74649E+12,1.63754E+12,1.71444E+12,Georgia,United States,32.68889,-83.65296,104.5
WBAN:13864,"MARIETTA DOBBINS AFB, GA US",-7.36387E+11,1.74649E+12,1.89302E+11,2.53402E+14,Georgia,United States,33.91667,-84.51667,325.5
WBAN:93817,"EVANSVILLE REGIONAL AIRPORT, IN US",-6.9431E+11,1.74649E+12,1.63754E+12,2.53402E+14,Indiana,United States,38.05015,-87.51465,122.5
WBAN:94895,"MUNCIE DELAWARE CO AIRPORT, IN US",1.10454E+12,1.74649E+12,1.63754E+12,2.53402E+14,Indiana,United States,40.23451,-85.39356,285.2
WBAN:03967,"OLATHE JOHNSON CO EXECUTIVE AIRPORT, KS US",1.10454E+12,1.74649E+12,1.63754E+12,2.53402E+14,Kansas,United States,38.84997,-94.73949,327.2
WBAN:93990,"HILL CITY MUNICIPAL AIRPORT, KS US",-6.62688E+11,1.74649E+12,1.63754E+12,2.53402E+14,Kansas,United States,39.37412,-99.82987,667.1
WBAN:14703,"CHICOPEE FALLS WESTOVER FIELD, MA US",-9.07373E+11,1.74649E+12,-1.76256E+11,2.53402E+14,Massachusetts,United States,42.2,-72.53333,75
WBAN:54769,"PLYMOUTH MUNICIPAL AIRPORT, MA US",1.10454E+12,1.74649E+12,1.63754E+12,2.53402E+14,Massachusetts,United States,41.90851,-70.72785,42.2
WBAN:14850,"TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US",-6.65366E+11,1.74649E+12,1.63754E+12,2.53402E+14,Michigan,United States,44.73895,-85.5679,185.2
WBAN:04881,"MANISTIQUE SCHOOLCRAFT CO AIRPORT, MI US",1.10454E+12,1.74649E+12,1.3487E+11,2.53402E+14,Michigan,United States,45.98333,-86.18333,209.1
WBAN:03961,"NATCHEZ ADAM CO AIRPORT, MS US",1.10454E+12,1.74649E+12,1.63814E+11,2.53402E+14,Mississippi,United States,31.61667,-91.28333,82.9
WBAN:13939,"GREENVILLE ASOS, MS US",-8.81971E+11,1.74649E+12,1.63754E+12,2.53402E+14,Mississippi,United States,33.49385,-90.98058,37.8
WBAN:94012,"HAVRE AIRPORT ASOS, MT US",-2.81318E+11,1.74649E+12,1.63754E+12,2.53402E+14,Montana,United States,48.54254,-109.76439,788.2
WBAN:14939,"LINCOLN AIRPORT, NE US",-8.60026E+11,1.74649E+12,1.63754E+12,2.53402E+14,Nebraska,United States,40.84781,-96.76467,356.7
WBAN:00189,"NEWBERRY CO AIRPORT, SC US",1.23111E+12,1.74649E+12,-7.33795E+11,2.53402E+14,South Carolina,United States,34.3,-81.633,173.1
WBAN:00190,"LAURENS CO AIRPORT, SC US",1.23111E+12,1.74649E+12,-1.94659E+11,2.53402E+14,South Carolina,United States,34.5,-81.95,212.1
WBAN:00191,"BERKELEY CO AIRPORT, SC US",1.23111E+12,1.74649E+12,-7.02259E+11,2.53402E+14,South Carolina,United States,33.183,-80.033,22.3
WBAN:00192,"CHESTER CATAWBA REGIONAL AIRPORT, SC US",1.23111E+12,1.74649E+12,-8.23219E+11,2.53402E+14,South Carolina,United States,34.783,-81.2,200.3
WBAN:00193,"AIKEN MUNICIPAL AIRPORT, SC US",1.23111E+12,1.74649E+12,-8.52077E+11,2.53402E+14,South Carolina,United States,33.65,-81.683,161.2
WBAN:00194,"BARNWELL REGIONAL AIRPORT, SC US",1.23111E+12,1.74649E+12,-8.41709E+11,2.53402E+14,South Carolina,United States,33.25,-81.383,75.3
WBAN:00195,"WOODWARD FIELD AIRPORT, SC US",1.23111E+12,1.74649E+12,-1.01511E+12,2.53402E+14,South Carolina,United States,34.283,-80.567,92
WBAN:00196,"WILLIAMSBURG REGIONAL AIRPORT, SC US",1.23111E+12,1.74649E+12,15638400000,2.53402E+14,South Carolina,United States,33.717,-79.85,20.1
WBAN:00197,"CHERAW MUNICIPAL AIRPORT LYNCH BELLINGER FIELD, SC US",1.23111E+12,1.74649E+12,-7.8624E+11,2.53402E+14,South Carolina,United States,34.717,-79.95,73.2
WBAN:00198,"CHARLESTON EXECUTIVE AIRPORT, SC US",1.357E+12,1.74649E+12,-8.44301E+11,2.53402E+14,South Carolina,United States,32.701,-80.003,5.2
WBAN:00199,"LANCASTER CO MC WHIRTER FIELD AIRPORT, SC US",1.23111E+12,1.74649E+12,18316800000,2.53402E+14,South Carolina,United States,34.717,-80.85,148.1
WBAN:00200,"MARION CO AIRPORT, SC US",1.23111E+12,1.74649E+12,-2.91946E+11,2.53402E+14,South Carolina,United States,34.181,-79.335,28
WBAN:00201,"LOWCOUNTRY REGIONAL AIRPORT, SC US",1.357E+12,1.74649E+12,-1.01779E+12,2.53402E+14,South Carolina,United States,32.917,-80.633,31.1
WBAN:00202,"SUMTER AIRPORT, SC US",1.23111E+12,1.74649E+12,-4.07549E+11,2.53402E+14,South Carolina,United States,34,-80.367,55.2
WBAN:00203,"BEAUFORT CO AIRPORT, SC US",1.23241E+12,1.74649E+12,1.23552E+11,2.53402E+14,South Carolina,United States,32.4121,-80.6343,38.1
WBAN:00204,"CONWAY HORRY CO AIRPORT, SC US",1.24191E+12,1.74649E+12,1.23172E+12,2.53402E+14,South Carolina,United States,33.828,-79.122,10.1
WBAN:00205,"LINCOLN REGIONAL AIRPORT KARL HARDER FIELD, CA US",1.24191E+12,1.74649E+12,-8.04816E+11,2.53402E+14,California,United States,38.909,-121.351,37.2
WBAN:00206,"COLUMBIA AIRPORT, CA US",1.23241E+12,1.74649E+12,-9.38909E+11,2.53402E+14,California,United States,38.033,-120.417,646.2
WBAN:00207,"BRANSON AIRPORT, MO US",1.23345E+12,1.74649E+12,1.22282E+12,2.53402E+14,Missouri,United States,36.533,-93.2,397.2
WBAN:00208,"HOUSTON EXECUTIVE AIRPORT, TX US",1.23371E+12,1.74649E+12,1.23371E+12,2.53402E+14,Texas,United States,29.8,-95.9,51.2
WBAN:00209,"BOWIE MUNICIPAL AIRPORT, TX US",1.40676E+12,1.74649E+12,-1.15862E+11,2.53402E+14,Texas,United States,33.6,-97.783,336.2
WBAN:00210,"ELIZABETHTON MUNICIPAL AIRPORT, TN US",1.40676E+12,1.74649E+12,-5.54947E+11,2.53402E+14,Tennessee,United States,36.367,-82.167,486.2
WBAN:00211,"MADISON MUNICIPAL AIRPORT, SD US",1.23682E+12,1.74649E+12,-1.57766E+11,2.53402E+14,South Dakota,United States,44.016,-97.086,523
WBAN:00212,"BLACKWELL TONKAWA MUNICIPAL AIRPORT, OK US",1.23682E+12,1.74649E+12,1.47226E+11,2.53402E+14,Oklahoma,United States,36.75,-97.35,314.2
WBAN:00213,"PAMPA MESA VISTA AIRPORT, TX US",1.23803E+12,1.74649E+12,1.23803E+12,2.53402E+14,Texas,United States,35.883,-101.033,845.2
WBAN:00214,"STIGLER REGIONAL AIRPORT, OK US",1.23682E+12,1.74649E+12,2.20925E+11,2.53402E+14,Oklahoma,United States,35.283,-95.1,183.2
WBAN:00215,"CLARENCE E PAGE MUNICIPAL AIRPORT, OK US",1.23803E+12,1.74649E+12,1.23803E+12,2.53402E+14,Oklahoma,United States,35.483,-97.817,413
WBAN:00216,"JACK BARSTOW AIRPORT, MI US",1.23898E+12,1.74649E+12,-6.73229E+11,2.53402E+14,Michigan,United States,43.663,-84.261,194.2
WBAN:00217,"MARLBORO CO JETPPORT H E AVENT FIELD, SC US",1.24019E+12,1.74649E+12,1.24019E+12,2.53402E+14,South Carolina,United States,34.617,-79.733,45.1
WBAN:00218,"SUMMERVILLE AIRPORT, SC US",1.2388E+12,1.74649E+12,5.28509E+11,2.53402E+14,South Carolina,United States,33.063,-80.279,17.1
WBAN:00219,"HARTSVILLE REGIONAL AIRPORT, SC US",1.23872E+12,1.74649E+12,-3.39379E+11,2.53402E+14,South Carolina,United States,34.4,-80.117,111.3
WBAN:00220,"FAIRFIELD CO AIRPORT, SC US",1.24027E+12,1.74649E+12,1.70813E+11,2.53402E+14,South Carolina,United States,34.315,-81.109,176.2
WBAN:00221,"H A CLARK MEMORIAL FIELD AIRPORT, AZ US",1.24174E+12,1.74649E+12,-8.57347E+11,2.53402E+14,Arizona,United States,35.3,-112.2,2035.1
WBAN:00222,"CLINTON MEMORIAL AIRPORT, MO US",1.242E+12,1.74649E+12,1.242E+12,2.53402E+14,Missouri,United States,38.35,-93.683,251.2
WBAN:00223,"HOUSTON SOUTHWEST AIRPORT, TX US",1.24381E+12,1.74649E+12,2.86675E+11,2.53402E+14,Texas,United States,29.5,-95.477,21
WBAN:00224,"BEND MUNICIPAL AIRPORT, OR US",1.24312E+12,1.74649E+12,-8.70566E+11,2.53402E+14,Oregon,United States,44.095,-121.2,1055.2
WBAN:00225,"HORSESHOE BAY RESORT AIRPORT, TX US",1.24416E+12,1.74649E+12,65750400000,2.53402E+14,Texas,United States,30.533,-98.367,333.1
WBAN:00226,"BUCKEYE MUNICIPAL AIRPORT, AZ US",1.357E+12,1.74649E+12,-5.90115E+13,2.53402E+14,Arizona,United States,33.417,-112.683,311.2
WBAN:00227,"PLACERVILLE AIRPORT, CA US",1.24727E+12,1.74649E+12,-9.38909E+11,2.53402E+14,California,United States,38.717,-120.75,787.3
WBAN:00228,"HALF MOON BAY AIRPORT, CA US",1.24779E+12,1.74649E+12,-8.46979E+11,2.53402E+14,California,United States,37.513,-122.501,20.1
WBAN:00229,"LAMPASAS AIRPORT, TX US",1.24796E+12,1.7121E+12,-97372800000,2.53402E+14,Texas,United States,31.106,-98.196,370
WBAN:00230,"AUSTIN EXECUTIVE AIRPORT, TX US",1.24822E+12,1.74649E+12,-1.2623E+11,2.53402E+14,Texas,United States,30.395,-97.567,188.1
WBAN:00231,"HALIFAX NORTHAMPTON REGIONAL AIRPORT, NC US",1.24822E+12,1.74649E+12,1.23345E+12,2.53402E+14,North Carolina,United States,36.33,-77.635,44.2
WBAN:00232,"UNION CO AIRPORT, OH US",1.24813E+12,1.74649E+12,-79056000000,2.53402E+14,Ohio,United States,40.225,-83.352,311.2
WBAN:00235,"CRYSTAL RIVER AIRPORT, FL US",1.25004E+12,1.74649E+12,-9.38909E+11,2.53402E+14,Florida,United States,28.867,-82.567,3
WBAN:00236,"MIDDLETON MUNICIPAL MOREY FIELD AIRPORT, WI US",1.40676E+12,1.74649E+12,-6.73229E+11,2.53402E+14,Wisconsin,United States,43.117,-89.533,283.2
WBAN:00237,"FIELD OF DREAMS AIRPORT, MN US",1.40676E+12,1.74649E+12,1.094E+12,2.53402E+14,Minnesota,United States,46.023,-92.895,311.2
WBAN:00238,"SAUK CENTRE MUNICIPAL AIRPORT, MN US",1.40676E+12,1.74649E+12,-7.15478E+11,2.53402E+14,Minnesota,United States,45.707,-94.933,379.2
WBAN:00239,"OZONA MUNICIPAL AIRPORT, TX US",1.2585E+12,1.74649E+12,-6.02294E+11,2.53402E+14,Texas,United States,30.735,-101.203,726
WBAN:00240,"IONIA CO AIRPORT, MI US",1.40676E+12,1.74649E+12,-9.38909E+11,2.53402E+14,Michigan,United States,42.938,-85.061,249
WBAN:00241,"VIROQUA MUNICIPAL AIRPORT, WI US",1.40676E+12,1.74649E+12,-1.78934E+11,2.53402E+14,Wisconsin,United States,43.579,-90.913,394.1
WBAN:00242,INDEPENDENCE OIL PLATFORM,1.26204E+12,1.46604E+12,1.26204E+12,2.53402E+14,,,28.083,-87.983,224
WBAN:00243,MAGNOLIA OIL PLATFORM,1.26204E+12,1.74649E+12,1.26204E+12,2.53402E+14,,,27.2,-92.2,224
WBAN:00244,SHIP SHOAL OIL PLATFORM,1.26204E+12,1.58233E+12,1.26204E+12,2.53402E+14,,,28.6,-91.2,224
WBAN:00245,INNOVATOR OIL PLATFORM,62985600000,1.73318E+11,-5.90115E+13,2.53402E+14,,,28.217,-89.617,224
WBAN:00246,EAST BREAKS OIL PLATFORM,1.26204E+12,1.65007E+12,1.26204E+12,2.53402E+14,,,27.817,-94.317,224
WBAN:00247,GUNNISON OIL PLATFORM,1.26204E+12,1.74649E+12,1.26204E+12,2.53402E+14,,,27.3,-93.533,224
WBAN:00248,"JESUP WAYNE CO AIRPORT, GA US",1.26325E+12,1.74649E+12,1.26325E+12,2.53402E+14,Georgia,United States,31.554,-81.883,33.2
WBAN:00249,"WEST GEORGIA REGIONAL AIRPORT O V GRAY FIELD, GA US",1.26472E+12,1.74649E+12,23587200000,2.53402E+14,Georgia,United States,33.633,-85.15,354.2
WBAN:00250,"HENRY TIFT MYERS AIRPORT, GA US",1.28088E+12,1.74649E+12,-8.12678E+11,2.53402E+14,Georgia,United States,31.429,-83.489,108.2
WBAN:00251,"DARKE CO AIRPORT, OH US",1.26801E+12,1.74614E+12,-1.76256E+11,2.53402E+14,Ohio,United States,40.204,-84.532,307.2
WBAN:00252,"PAULDING NORTHWEST ATLANTA AIRPORT, GA US",1.27215E+12,1.74649E+12,1.2255E+12,2.53402E+14,Georgia,United States,33.912,-84.941,393.2
WBAN:00254,EAST CAMERON 278 OIL PLATFORM,1.27284E+12,1.53732E+12,1.27284E+12,2.53402E+14,,,28.433,-92.883,224
WBAN:00255,SABINE OIL PLATFORM,1.27284E+12,1.5514E+12,1.27284E+12,2.53402E+14,,,29.483,-93.633,224
WBAN:00256,SOUTH MARSH 268 OIL PLATFORM,1.27284E+12,1.63296E+12,1.27284E+12,2.53402E+14,,,29.117,-91.867,224
WBAN:00257,VERMILLION 26 OIL PLATFORM,1.27284E+12,1.36676E+12,1.27284E+12,2.53402E+14,,,29.467,-92.367,224
WBAN:00258,"ALEXANDER MUNICIPAL AIRPORT, NM US",1.40676E+12,1.54155E+12,2.94365E+11,2.53402E+14,New Mexico,United States,34.645,-106.834,1583.1
WBAN:00259,GALVESTON 424 OIL PLATFORM,1.27319E+12,1.45705E+12,1.27319E+12,2.53402E+14,,,28.577,-94.977,0.3
WBAN:00270,"FAITH RANCH AIRPORT, TX US",1.27786E+12,1.74649E+12,1.27786E+12,2.53402E+14,Texas,United States,28.209,-100.019,236.2
WBAN:00278,"JOHN BELL WILLIAMS AIRPORT, MS US",1.3017E+12,1.74649E+12,-8.12678E+11,2.53402E+14,Mississippi,United States,32.304,-90.411,75.3
WBAN:00392,"HOLLISTER MUNICIPAL AIRPORT, CA US",1.23345E+12,1.74649E+12,-8.44301E+11,2.53402E+14,California,United States,36.9,-121.417,72.2
